TOPIC,SUBTOPIC,SUBTOPIC_ID,CLASSIFICATION,CLASSIFICATION_ID,GROUP,GROUP_ID,GROUP_ORDER,SUBGROUP,SUBGROUP_ID,SUBGROUP_ORDER,ESTIMATE_TYPE,ESTIMATE_TYPE_ID,TIME_PERIOD,TIME_PERIOD_ID,ESTIMATE,STANDARD_ERROR,ESTIMATE_LCI,ESTIMATE_UCI,FLAG,FOOTNOTE_ID_LIST
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,6-11 years,3,4,Mean intake per person on a given day in milligrams,1,2003-2004,3,1030.6,41.8,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,6-11 years,3,4,Mean intake per person on a given day in milligrams,1,2005-2006,4,1012.3,28.4,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,6-11 years,3,4,Mean intake per person on a given day in milligrams,1,2007-2008,5,956,30.1,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,6-11 years,3,4,Mean intake per person on a given day in milligrams,1,2009-2010,6,1047.5,23.7,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,6-11 years,3,4,Mean intake per person on a given day in milligrams,1,2011-2012,7,1072.9,27.8,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,6-11 years,3,4,Mean intake per person on a given day in milligrams,1,2013-2014,8,1076,29.3,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,6-11 years,3,4,Mean intake per person on a given day in milligrams,1,2015-2016,9,1004.6,31.5,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,6-11 years,3,4,Mean intake per person on a given day in milligrams,1,2017-2018,10,1012.5,30.9,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,12-19 years,4,5,Mean intake per person on a given day in milligrams,1,1999-2000,1,919.7,24.1,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,12-19 years,4,5,Mean intake per person on a given day in milligrams,1,2001-2002,2,993.8,33.7,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,12-19 years,4,5,Mean intake per person on a given day in milligrams,1,2003-2004,3,1030,36.5,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,12-19 years,4,5,Mean intake per person on a given day in milligrams,1,2005-2006,4,1025.1,31.9,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,12-19 years,4,5,Mean intake per person on a given day in milligrams,1,2007-2008,5,1026.7,33,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,12-19 years,4,5,Mean intake per person on a given day in milligrams,1,2009-2010,6,1098.6,34.3,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,12-19 years,4,5,Mean intake per person on a given day in milligrams,1,2011-2012,7,1126.4,35.5,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,12-19 years,4,5,Mean intake per person on a given day in milligrams,1,2013-2014,8,1017,23.9,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,12-19 years,4,5,Mean intake per person on a given day in milligrams,1,2015-2016,9,993.4,41.6,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,12-19 years,4,5,Mean intake per person on a given day in milligrams,1,2017-2018,10,950.8,21.2,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,20 years and older,5,6,Mean intake per person on a given day in milligrams,1,1999-2000,1,843.2,15.6,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,20 years and older,5,6,Mean intake per person on a given day in milligrams,1,2001-2002,2,872.2,19.3,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,20 years and older,5,6,Mean intake per person on a given day in milligrams,1,2003-2004,3,880.1,16.7,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,20 years and older,5,6,Mean intake per person on a given day in milligrams,1,2005-2006,4,960.9,19.6,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,20 years and older,5,6,Mean intake per person on a given day in milligrams,1,2007-2008,5,929.2,22.7,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,20 years and older,5,6,Mean intake per person on a given day in milligrams,1,2009-2010,6,1015.7,10.1,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,20 years and older,5,6,Mean intake per person on a given day in milligrams,1,2011-2012,7,988.6,14.3,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,20 years and older,5,6,Mean intake per person on a given day in milligrams,1,2013-2014,8,965.2,11.8,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,20 years and older,5,6,Mean intake per person on a given day in milligrams,1,2015-2016,9,949.3,19,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,20 years and older,5,6,Mean intake per person on a given day in milligrams,1,2017-2018,10,966.1,14.6,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,20-29 years,6,7,Mean intake per person on a given day in milligrams,1,1999-2000,1,914.7,24.3,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,20-29 years,6,7,Mean intake per person on a given day in milligrams,1,2001-2002,2,979.3,48.3,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,20-29 years,6,7,Mean intake per person on a given day in milligrams,1,2003-2004,3,1008.6,34.9,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,20-29 years,6,7,Mean intake per person on a given day in milligrams,1,2005-2006,4,1017.7,31.8,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,20-29 years,6,7,Mean intake per person on a given day in milligrams,1,2007-2008,5,1003.4,33.4,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,20-29 years,6,7,Mean intake per person on a given day in milligrams,1,2009-2010,6,1090.2,25.5,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,20-29 years,6,7,Mean intake per person on a given day in milligrams,1,2011-2012,7,1055.6,33.1,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,20-29 years,6,7,Mean intake per person on a given day in milligrams,1,2013-2014,8,1082.9,45,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,20-29 years,6,7,Mean intake per person on a given day in milligrams,1,2015-2016,9,1013.9,38.5,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,20-29 years,6,7,Mean intake per person on a given day in milligrams,1,2017-2018,10,1034.9,28.9,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,30-39 years,7,8,Mean intake per person on a given day in milligrams,1,1999-2000,1,885,32.2,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,30-39 years,7,8,Mean intake per person on a given day in milligrams,1,2001-2002,2,958,35.2,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,30-39 years,7,8,Mean intake per person on a given day in milligrams,1,2003-2004,3,954.6,33.4,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,30-39 years,7,8,Mean intake per person on a given day in milligrams,1,2005-2006,4,1064.3,33.1,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,30-39 years,7,8,Mean intake per person on a given day in milligrams,1,2007-2008,5,962.5,25.4,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,30-39 years,7,8,Mean intake per person on a given day in milligrams,1,2009-2010,6,1069.4,24.4,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,30-39 years,7,8,Mean intake per person on a given day in milligrams,1,2011-2012,7,1084.6,48.6,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,30-39 years,7,8,Mean intake per person on a given day in milligrams,1,2013-2014,8,1003.2,19.3,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,30-39 years,7,8,Mean intake per person on a given day in milligrams,1,2015-2016,9,1021.1,33.2,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,30-39 years,7,8,Mean intake per person on a given day in milligrams,1,2017-2018,10,993,29,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,40-49 years,8,9,Mean intake per person on a given day in milligrams,1,1999-2000,1,872.4,39.3,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,40-49 years,8,9,Mean intake per person on a given day in milligrams,1,2001-2002,2,864.9,32.3,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,40-49 years,8,9,Mean intake per person on a given day in milligrams,1,2003-2004,3,890.9,37.7,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,40-49 years,8,9,Mean intake per person on a given day in milligrams,1,2005-2006,4,1006,29.2,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,40-49 years,8,9,Mean intake per person on a given day in milligrams,1,2007-2008,5,959.6,47.1,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,40-49 years,8,9,Mean intake per person on a given day in milligrams,1,2009-2010,6,1041.8,21,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,40-49 years,8,9,Mean intake per person on a given day in milligrams,1,2011-2012,7,1042.9,29.3,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,40-49 years,8,9,Mean intake per person on a given day in milligrams,1,2013-2014,8,974.4,21.7,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,40-49 years,8,9,Mean intake per person on a given day in milligrams,1,2015-2016,9,960.2,36.2,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,40-49 years,8,9,Mean intake per person on a given day in milligrams,1,2017-2018,10,996.6,51.3,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,50-59 years,9,10,Mean intake per person on a given day in milligrams,1,1999-2000,1,816.8,34.9,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,50-59 years,9,10,Mean intake per person on a given day in milligrams,1,2001-2002,2,817.2,24.7,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,50-59 years,9,10,Mean intake per person on a given day in milligrams,1,2003-2004,3,799.1,29.2,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,50-59 years,9,10,Mean intake per person on a given day in milligrams,1,2005-2006,4,909.3,34.6,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,50-59 years,9,10,Mean intake per person on a given day in milligrams,1,2007-2008,5,930.3,31.7,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,50-59 years,9,10,Mean intake per person on a given day in milligrams,1,2009-2010,6,1016.6,23.2,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,50-59 years,9,10,Mean intake per person on a given day in milligrams,1,2011-2012,7,925.3,36.6,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,50-59 years,9,10,Mean intake per person on a given day in milligrams,1,2013-2014,8,917.2,25.3,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,50-59 years,9,10,Mean intake per person on a given day in milligrams,1,2015-2016,9,969.9,32.3,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,50-59 years,9,10,Mean intake per person on a given day in milligrams,1,2017-2018,10,970.1,27.9,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,60-69 years,10,11,Mean intake per person on a given day in milligrams,1,1999-2000,1,715.9,22.9,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,60-69 years,10,11,Mean intake per person on a given day in milligrams,1,2001-2002,2,749.1,31.1,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,60-69 years,10,11,Mean intake per person on a given day in milligrams,1,2003-2004,3,769.6,25.3,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Demographic Characteristic,1,Age group,1,2,60-69 years,10,11,Mean intake per person on a given day in milligrams,1,2005-2006,4,866.7,34,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
